Title,Product #,Released,Lowest,Average,Highest,URL,category
Barbie Fashionistas Swappin Styles Artsy Doll,V7146,2011,18,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-swappin-styles-artsy-doll.jpg,fashion_beauty
Barbie Fashionistas Sporty Doll,T3326,2010,60,,88,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-sporty-doll.jpg,fashion_beauty
Barbie Fashionistas Raquelle Glam Party Night,CLL36,2015,13,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-raquelle-glam-party-night.jpg,glamorous
Barbie Fashionistas Raquelle Fashion Doll,Y7492,2013,10,,33,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-raquelle-fashion-doll.jpg,fashion_beauty
Barbie Fashionistas Nikki Doll,X2275,2012,12,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-nikki-doll-x2275.jpg,fashion_beauty
Barbie Fashionistas In The Spotlight Doll,W1597,2011,10,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-in-the-spotlight-doll-w1597.jpg,fashion_beauty
Barbie Fashionistas In The Spotlight Doll,W1596,2011,14,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-in-the-spotlight-doll-w1596.jpg,fashion_beauty
Barbie Fashionistas In The Spotlight Doll,V9513,2011,11,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-in-the-spotlight-doll.jpg,fashion_beauty
Barbie Fashionistas Gown Doll,Y7632,2013,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-gown-doll.jpg,fashion_beauty
Barbie Fashionistas Fashion Fabulous Doll,Y7501,2012,25,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-fashion-fabulous-doll-y7501.jpg,fashion_beauty
Barbie Fashionistas Fashion Fabulous Doll,Y7500,2012,15,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-fashion-fabulous-doll.jpg,fashion_beauty
Barbie Fashionistas Dream Dress #2,CLN60,2015,8,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-dream-dress-2-700x1024.jpg,fashion_beauty
Barbie Fashionistas Doll Tribal Print Romper,CLN63,2015,8,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-tribal-print-romper-418x1024.jpg,fashion_beauty
Barbie Fashionistas Doll Red Ruffles,CLN68,2015,10,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-red-ruffles-485x1024.jpg,fashion_beauty
Barbie Fashionistas Doll Plum Plaid,CLN64,2015,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-plum-plaid-436x1024.jpg,fashion_beauty
Barbie Fashionistas Doll Denim & Lace #5,CLN62,2015,8,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-denim-lace-5.jpg,fashion_beauty
Barbie Fashionistas Doll 45 Boho Fringe Doll & Fashions – Tall,DTF08,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-45-boho-fringe-doll-fashions-tall.jpg,fashion_beauty
Barbie Fashionistas Doll 44 Leather & Ruffles Doll & Fashions – Tall,DTF07,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-44-leather-ruffles-doll-fashions-tall.jpg,fashion_beauty
Barbie Fashionistas Doll 43 Lacey Blue Doll & Fashion – Tall,DTF06,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-43-lacey-blue-doll-fashion-tall.jpg,fashion_beauty
Barbie Fashionistas Doll 42 Blue Violet Doll & Fashions – Petite,DTF05,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-42-blue-violet-doll-fashions-petite.jpg,pets
Barbie Fashionistas Doll 40 Pizza Pizzazz Doll & Fashions – Petite,DTF03,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-40-pizza-pizzazz-doll-fashions-petite.jpg,pets
Barbie Fashionistas Doll 37 Everyday Chic Doll & Fashions – Curvy,DTF00,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-37-everyday-chic-doll-fashions-curvy.jpg,fashion_beauty
Barbie Fashionistas Doll 36 Chic with a Wink Doll & Fashions – Original,DTD99,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-36-chic-with-a-wink-doll-fashions-original.jpg,fashion_beauty
Barbie Fashionistas Doll 35 Peace & Love Doll & Fashions – Original,DTD98,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-35-peace-love-doll-fashions-original.jpg,fashion_beauty
Barbie Fashionistas Doll 34 B-Fabulous Doll & Fashions – Original,DTD97,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-34-b-fabulous-doll-fashions-original.jpg,fashion_beauty
Barbie Fashionistas Doll 18 Va-Va-Violet – Original,DGY59,2016,10,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-18-va-va-violet-original.jpg,fashion_beauty
Barbie Fashionistas Doll #2,CLN65,2015,15,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-2-416x1024.jpg,fashion_beauty
Barbie Fashionistas Doll #10 Kitty Dress,CLN66,2015,15,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-10-kitty-dress-389x1024.jpg,fashion_beauty
Barbie Fashionistas Doll,CLN59,2015,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-cln59-434x1024.jpg,fashion_beauty
Barbie Fashionistas Doll,CLN61,2015,17,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-cln61-432x1024.jpg,fashion_beauty
Barbie Fashionistas Barbie Doll and Pet,X2279,2012,19,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-barbie-doll-and-pet.jpg,pets
Barbie Fashionista Teresa,DGF19,2015,11,,14,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-teresa-348x1024.jpg,fashion_beauty
Barbie Fashionista Summer Doll,BHY15,2013,11,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-summer-doll.jpg,vacation
Barbie Fashionista Sporty Fashion Assortment,R6814,2011,30,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-sporty-fashion-assortment-r6814.jpg,fashion_beauty
Barbie Fashionista Raquelle Doll,BHY14,2013,10,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-raquelle-doll.jpg,fashion_beauty
Barbie Fashionista Gown,BLT12,2013,8,,14,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-gown-513x1024.jpg,fashion_beauty
Barbie Fashionista Blonde Doll (Pink),BMK27,2013,25,,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-blonde-doll-pink.jpg,fashion_beauty
Barbie Fashionista Blonde Doll (Gold),BMK28,2013,35,,47,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-blonde-doll-gold.jpg,fashion_beauty
"Barbie Fashion Pack, Spottie Dot Summer Top",DHK05,2015,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-pack-spottie-dot-summer-top.jpg,vacation
Barbie Fashion Pack – Pink Peplum Skirt,DHH46,2015,4,,8,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-pack-pink-peplum-skirt.jpg,fashion_beauty
Barbie Fashion Mix ‘N Match Doll Blonde,DJW58,2015,18,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-mix-n-match-doll-blonde.jpg,fashion_beauty
Barbie Fashion Frames Suburban Shopper,B6524,2004,55,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-frames-suburban-shopper.jpg,fashion_beauty
Barbie Fashion Frames Solo in the Spotlight,B6523,2004,35,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-frames-solo-in-the-spotlight.jpg,fashion_beauty
Barbie Fashion Frames Bathing Suit,B5900,2004,28,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-frames-bathing-suit.jpg,furniture
Barbie Fashion Fever Electronic Diary,K8251,2006,10,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-fever-electronic-diary.jpg,fashion_beauty
Barbie Fashion Editor Outfit,1635,1966,410,,475,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-editor-outfit.jpg,fashion_beauty
Barbie Fashion Design Plates and Doll,BDB27,2014,10,,19,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-design-plates-and-doll.jpg,fashion_beauty
Barbie Fashion Design Plates AA,X7893,2013,12,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-design-plates-aa.jpg,fashion_beauty
Barbie Fashion Design Maker and Refill Pack Gift Set (AA),T0307B,2014,51,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-design-maker-and-refill-pack-gift-set-aa.jpg,sets
Barbie Fashion Design Maker (AA),CFB94,2014,18,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-design-maker-aa.jpg,fashion_beauty
Barbie Fashion Design Maker,CJG65,2014,40,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-design-maker-cjg65.jpg,fashion_beauty
Barbie Fashion Bottoms #2,CMV55,2016,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-bottoms-2.jpg,fashion_beauty
Barbie Fashion Bottoms #1,CMV54,2016,6,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-bottoms-1.jpg,fashion_beauty
Barbie Family Tent Giftset (Walmart),Y1113,2012,35,,128,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-family-tent-giftset-walmart.jpg,sets
Barbie Fairytopia Mermaidia Yellow Seabutterfly Doll,J0731,2006,19,,27,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytopia-mermaidia-yellow-seabutterfly-doll.jpg,movie_show_chars
Barbie Fairytopia Magic of the Rainbow Mix & Switch Fairy Doll (Ladybug),K8149,2007,27,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytopia-magic-of-the-rainbow-mix-switch-fairy-doll-ladybug.jpg,movie_show_chars
Barbie Fairytopia Magic of the Rainbow Enchanted Giftset,K8163,2007,70,,290,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytopia-magic-of-the-rainbow-enchanted-giftset.jpg,sets
Barbie Fairytopia Magic Of The Rainbow,K9243,2007,30,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytopia-magic-of-the-rainbow.jpg,movie_show_chars
Barbie Fairy-Tastic Pink/Purple Princess Doll,P6563,2009,18,,27,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairy-tastic-pink-purple-princess-doll.jpg,movie_show_chars
Barbie Fairytale Swim N Play Mermaid,X9261,2012,50,,65,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-swim-n-play-mermaid.jpg,movie_show_chars
Barbie Fairytale Princess Nikki Doll,CFF22,2015,16,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-princess-nikki-doll.jpg,movie_show_chars
"Barbie Fairytale Princess Fashion Doll, Pink and White",X9439,2013,15,,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-princess-fashion-doll-pink-and-white.jpg,movie_show_chars
"Barbie Fairytale Princess Fashion Doll, Pink and Purple",X9440,2013,31,,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-princess-fashion-doll-pink-and-purple.jpg,movie_show_chars
"Barbie Fairytale Princess Fashion Doll, Brunette",X9441,2013,18,,29,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-princess-fashion-doll-brunette.jpg,movie_show_chars
Barbie Fairytale Groom Doll,CFF38,2015,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-groom-doll.jpg,movie_show_chars
Barbie Fairytale 3-Doll Gift Set,CKB30,2015,28,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-3-doll-gift-set.jpg,sets
Barbie Fairy Hideaway Mega Bloks,CNF04,2014,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairy-hideaway-mega-bloks.jpg,movie_show_chars
Barbie Fairy (Teresa),W2967,2012,17,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairy-teresa.jpg,movie_show_chars
Barbie Fairy,W2966,2012,15,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairy.jpg,movie_show_chars
Barbie Fab Girl Assortment,T7584,2013,12,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fab-girl-assortment.jpg,
Barbie Entrepreneur Doll (Asian),CCJ44,2014,12,,21,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-entrepreneur-doll-asian.jpg,careers
Barbie Entrepreneur Doll (AA),CBD24,2014,12,,27,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-entrepreneur-doll-aa.jpg,careers
Barbie Endless Hair Kingdom Snap ‘n Style Princess Nikki,DPH25,2015,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-endless-hair-kingdom-snap-n-style-princess-nikki.jpg,movie_show_chars
"Barbie Endless Hair Kingdom Chelsea Doll, Purple",DKB58,2015,8,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-endless-hair-kingdom-chelsea-doll-purple.jpg,fashion_beauty
"Barbie Endless Hair Kingdom Chelsea Doll, Pink",DKB54,2015,8,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-endless-hair-kingdom-chelsea-doll-pink.jpg,fashion_beauty
"Barbie Endless Hair Kingdom Chelsea Doll, Blue",DKB55,2015,8,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-endless-hair-kingdom-chelsea-doll-blue.jpg,fashion_beauty
Barbie Electric Keyboard,60359,2015,24,,29,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-electric-keyboard.jpg,hobby_activity
Barbie Dream Vanity,N4896,2009,76,,131,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dream-vanity.jpg,furniture
Barbie Doll with Fashions (AA),CMD11,2013,13,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-with-fashions-aa.jpg,fashion_beauty
Barbie Doll Sushi Barbie Mini House Accessory Pack – Sushi Set,CFB61,2015,14,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-sushi-barbie-mini-house-accessory-pack-sushi-set.jpg,sets
Barbie Doll Feed and CuddleTawny Horse,BJX85,2014,74,,85,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-feed-and-cuddletawny-horse.jpg,pets
Barbie Doll Assortment,T7439,2011,10,,16,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-assortment.jpg,
Barbie Doll and Speedboat,BCG79,2013,21,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-and-speedboat.jpg,vehicles
Barbie Doll and Fashions Giftset,CML80,2015,15,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-and-fashions-giftset.jpg,sets
Barbie Doll & Horse,DHB68,2015,25,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-horse.jpg,pets
Barbie Doll & Accessory Gift Pack – Assortment,CML91,2015,15,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-accessory-gift-pack-assortment.jpg,
Barbie Dog Show,M8603,2008,18,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dog-show.jpg,pets
Barbie Dinner Date Night Dining Room Set and Doll AA,X4934,2012,18,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dinner-date-night-dining-room-set-and-doll-aa.jpg,sets
Barbie Dinner Date Brunette,C2521,2002,11,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dinner-date-brunette.jpg,dining
Barbie Digital Dress Doll,Y8178,2013,40,,66,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-digital-dress-doll.jpg,fashion_beauty
Barbie Deluxe Stylin Head,83017,2013,30,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-deluxe-stylin-head.jpg,fashion_beauty
Barbie Dazzling Diva Light-Up Guitar,BE-639,2015,24,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dazzling-diva-light-up-guitar.jpg,show_time
Barbie Day Looks Fashion Assortment,CBX04,2014,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-day-looks-fashion-assortment.jpg,fashion_beauty
Barbie Dance Magic Beauty Salon Playset,7421,1989,260,,280,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dance-magic-beauty-salon-playset-1024x1024.jpg,sets
Barbie COUNTRY CAMPER Playset,4994,1970,60,,120,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-country-camper-playset.jpg,sets
Barbie Corduroy Cool,23658,1999,15,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-corduroy-cool.jpg,fashion_beauty
Barbie Cooking Magic Barbeque Set,67684,1997,80,,100,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-cooking-magic-barbeque-set.jpg,sets
Barbie Complete Play Theme Eye Doctor (AA),CKJ73,2015,20,,52,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-complete-play-theme-eye-doctor-aa.jpg,careers
"Barbie Color, Cut, and Curl Styling Head (AA)",61235,2015,37,,59,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-color-cut-and-curl-styling-head-aa.jpg,fashion_beauty
"Barbie Color, Cut, and Curl Styling Head – Brunette",61240,2015,37,,56,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-color-cut-and-curl-styling-head-brunette.jpg,fashion_beauty
"Barbie Color, Cut, and Curl Styling Head – Blonde",61125,2015,37,,51,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-color-cut-and-curl-styling-head-blonde.jpg,fashion_beauty
Barbie Color Magic Mermaid Dolls,X9177,2013,18,,36,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-color-magic-mermaid-dolls.jpg,movie_show_chars
Barbie Color Magic Mermaid Doll,X9178,2013,19,,33,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-color-magic-mermaid-doll.jpg,movie_show_chars
Barbie Closet and Fashion Set,BMB99,2014,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-closet-and-fashion-set.jpg,sets
Barbie Clean-Up Pup! Playset,N4890,2009,22,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-clean-up-pup-playset-2.jpg,sets
Barbie Clean-up Pup,P7277,2009,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-clean-up-pup.jpg,pets
Barbie Cinderella Outfit,872,1964,425,,500,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-cinderella-outfit.jpg,movie_show_chars
Barbie Christie Ballerina Doll,G8471,2005,16,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-christie-ballerina-doll.jpg,special_occasion
Barbie Chelsea Pajama Fun Giftset,X6305,2012,20,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-pajama-fun-giftset.jpg,sets
Barbie Chelsea Friends Fox Doll,CGP10,2015,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-friends-fox-doll.jpg,family_friends
Barbie Chelsea Doll & Pony Playset,CMY35,2015,26,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-doll-pony-playset.jpg,sets
Barbie Chelsea Clubhouse!,CMY37,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-clubhouse.jpg,houses
Barbie Chelsea and Tawny Ride Together Gift Set,V8949,2011,28,,46,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-and-tawny-ride-together-gift-set.jpg,sets
Barbie Chelsea and Friends Bunny Doll,CGF43,2015,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-and-friends-bunny-doll.jpg,family_friends
Barbie Champion Tawny Trotting Horse,V1582,2009,80,,140,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-champion-tawny-trotting-horse.jpg,pets
Barbie Chambray Dress Fashionistas Doll #4,CLN67,2015,10,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chambray-dress-fashionistas-doll-4-393x1024.jpg,fashion_beauty
Barbie Careers Zookeeper Doll and Playset,CBL20,2015,21,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-zookeeper-doll-and-playset.jpg,sets
Barbie Careers Tennis Player,CFR04,2015,11,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-tennis-player-382x1024.jpg,careers
Barbie Careers Teacher Nikki,CFX35,2015,20,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-teacher-nikki.jpg,careers
Barbie Careers Teacher Doll Playset AA,BFR06,2013,20,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-teacher-doll-playset-aa.jpg,sets
Barbie Careers Teacher Doll and Playset,CCP69,2015,20,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-teacher-doll-and-playset.jpg,sets
Barbie Careers Teacher (AA),CFX36,2015,20,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-teacher-aa.jpg,careers
Barbie Careers Soccer Player (AA),CKH44,2015,11,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-soccer-player-aa.jpg,careers
Barbie Careers Pediatrician Playset,DKJ12,2016,16,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-pediatrician-playset.jpg,sets
Barbie Careers Pediatrician Doll and Playset,CCP68,2015,25,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-pediatrician-doll-and-playset-ccp68.jpg,sets
Barbie Careers Lifeguard,CKJ83,2015,11,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-lifeguard-390x1024.jpg,careers
Barbie Careers Dentist Doll,DHB64,2015,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-dentist-doll-dhb64.jpg,careers
Barbie Careers Dentist Doll,DHB31,2016,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-dentist-doll.jpg,careers
Barbie Career Fashion Assortment,CHJ27,2015,6,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-career-fashion-assortment.jpg,fashion_beauty
Barbie Candy Striper Volunteer Outfit,889,1964,300,,400,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-candy-striper-volunteer-outfit.jpg,fashion_beauty
Barbie Candy Glam Teresa Lemon Lime,N1471,2008,29,,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-candy-glam-teresa-lemon-lime.jpg,glamorous
Barbie Candy Glam Teresa,N1471,2008,29,,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-candy-glam-teresa.jpg,glamorous
Barbie California Ken,C6464,2004,20,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-california-ken-327x1024.jpg,california_girl
Barbie California Girl Blaine Doll,G8667,2005,35,,68,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-california-girl-blaine-doll.jpg,california_girl
Barbie Cali Girl Summer,G8665,2005,30,,65,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-cali-girl-summer.jpg,california_girl
Barbie Cali Girl Pacific Beach Pool Playset,B5205,2003,45,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-cali-girl-pacific-beach-pool-playset.jpg,sets
Barbie Cali Girl Lea Doll,G8666,2005,25,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-cali-girl-lea-doll-317x1024.jpg,california_girl
Barbie Cali Girl Doll,68971,2004,10,,29,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-cali-girl-doll.jpg,california_girl
Barbie Cali Girl Christie Doll,C6462,2004,25,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-cali-girl-christie-doll.jpg,california_girl
Barbie Cali Girl Chevy SSR,G6068,2004,186,,275,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-cali-girl-chevy-ssr.jpg,california_girl
